spotify_track_id,release_date_raw
1Y373MqadDRtclJNdnUXVc,1970-09-18
3IOQZRcEkplCXg6LofKqE9,1970-09-18
2rd9ETlulTbz6BYZcdvIE1,1970-09-18
5clz8BOBulxx7q2yHxqOCk,1971-07-21
2GnVuaoKSkB6Xa07l1BBg8,2017-02-03
3Jl5GohfNwozDmpzmQBLDI,1980-04-25
7f5pVscGqWGPmzyAJ3thAI,1971-07-21
2VDg6h3Qr3F8UuFVInQxE6,1970-09-18
2FZ0yrA5aPClG5ZPBlV7n4,1971-07-21
3IKJNHnVZ2bXGjAFBJiUYo,2013-01-01
1E1nbIsPDO1PdtQwsAKKF3,2022-09-30
50DsGEqRiQr6KdEYi0NuSP,2022-09-30
78xAYXMtvQkDvlqJA3fKu6,2022-09-30
0GUPqrlZYs3ANVhAifVlgJ,2022-09-30
3fIB4IEcvjlzItwnFUvIBk,2022-06-10
3W2tsZcoDxmNQaw61Kz1rb,2022-09-30
0PQxC8NHgiKXLK3Zm6QoCj,2022-01-07
0tRj4m46GRFrBS7IsbS0Gk,2019-11-15
4HnloO8GMqz0IVJPANYXzo,2022-09-30
2BkoXEOE6vvkOKVNjPax2B,2022-09-30
5cZqsjVs6MevCnAkasbEOX,1999
3IV4swNduIRunHREK80owz,2000-10-17
2avKuMN2QXkaG9vvHa2JLt,2000-10-17
1MTQHCpraD4S8g5PAFKzoj,2003-01-01
2gSVKxPDww9Eep5rdvtdem,2000-10-17
1TEZWG1FdjzDdercCguTwj,1999
6holGuk1jKHTdWyWBOZi8l,2000-10-17
6Zj3YsYfj8YTY9aGMDnpn8,2000-10-17
5MYsvAONqcsIVOwu2HTQ3p,1997-01-01
5SEBSAio1N77Vbrj1cAEGb,1999
27RYrbL6S02LNVhDWVl38b,2010-10-05
7pKfPomDEeI4TPT6EOYjn9,1971-09-09
0GGxVTb0UwDwdaKNjBdCn3,1980-11-17
5URfZHMlUWTWxPvvSBWcPk,1980-11-17
3ntrdR24dLkKrzSGRv1FlH,1975-02-17
3D9iV6cYkYJRAPFO6DRKIE,1971-09-09
4bN43jYf41eIjJZ3UXQpuA,1970-12-11
5y0YreEOnQiKFAnCrcFIXz,1980-11-17
0i12hQBYFIn3Nbm9iFaX6v,1971-09-09
1yKQBy7olMIqRpziyAzf8c,1970-12-11
40rvBMQizxkIqnjPdEWY1v,2000-03-07
6RJdYpFQwLyNfDc5FbjkgV,2005-09-19
0eZBeB2xFIS65jQHerispi,2015-08-14
42ZVk59gT4tMlrZmd8Ijxf,2008-04-29
5cxp9kjCFyJwzv3lzeX7ku,2008-04-29
3jjU4Pky1ja5J1onU6ei4T,2015-08-14
5hkgrWxkobGtg30I7DsfVu,2005-09-19
0jY829pCMnstlNtaE72vSB,2005-09-19
4ClGNWLK9vZMBtO0CpnyOE,2005-09-19
2TNPagu8Z4zvDOpmnktF00,2010-08-20
1Jmqubf9kGkWeYQXQKImL5,1967-09-25
14XWXWv5FoCbFzLksawpEe,1971-04-19
6ToM0uwxtPKo9CMpbPGYvM,1967-01-04
5uvosCdMlFdTXhoazkTI5R,1967-01-04
1Q5kgpp4pmyGqPwNBzkSrw,1970-02-09
3MFFDRC4wTN9JNGtzXsZlN,1971-04-19
5piJiL6aRhvrKBa9YuEfS9,1970-02-09
4BVE5tIIpYabZcYCbephNW,1969-07-21
67HxeUADW4H3ERfaPW59ma,1967-09-25
6DmfWj5kOa1fX8AwN9byOn,1971-04-19
31AOj9sFz2gM0O3hMARRBx,1991-03-12
6PypGyiu0Y2lCDBN1XZEnP,1992-10-05
1v2zyAJrChw5JnfafSkwkJ,1991-03-12
2oSpQ7QtIKTNFfA08Cy0ku,1987-09-01
4jLv3tDBu8ww2R07DvL12s,1992-10-05
2fdfsGuqb6SBX5ocoBWHUd,1987-09-01
3geRffSf6eAruhg23RkpKV,1992-10-05
6G0NzOx2jEPFsSmhr9N8Ys,1992-10-05
7sNhXWrg9eW3qRqeuePaIC,1988-11-07
32kmXl5F8I3XDVKNfwwM4J,2001-01-01
3ovjw5HZZv43SxTwApooCM,1990-01-01
0RdUX4WE0fO30VnlUbDVL6,2011-11-07
58XWGx7KNNkKneHdprcprX,1984-03-27
1bKQ48M9onID2kbSpRy8kK,1990-01-01
26fZwf1ImE4aUJ4XaqOkUg,1982-04-10
7kjsCbksOZotNNHOvKsJJh,1984-03-27
5hVepr5CHiTGtJY5bP4i5n,2011-11-07
5WSsTyBvMEFG3ac6JKb9gY,2011-11-07
6Ok4D4w117mSi9OP8tmrpg,1979-02-25
5LDZbklcDwQeeScf7dUlo4,1984-03-27
1zNXF2svmdlNxfS5XeNUgr,2002-02-26
6jGnykaS6TkWp15utXSAeI,2002-02-26
7zkLpY72g6lKQbiHDqri1S,2004-01-01
1qzHqfvKrZWo6dVHM1dXrj,2002-02-26
4ZFhVVawR0xMJ5dJFNxFRl,2016-10-05
0AMKZWRgdFfGYYTxiWrwwH,2004-01-01
2MKLbFPQ3QDXpQ0KnS06Kl,2004-01-01
5DoGwwQAlYumpSSlDNMOwY,2017-11-29
3HuLpW8NmFFO5GKY8andY2,2002-02-26
5QLHGv0DfpeXLNFo7SFEy1,1995
6GtX0jaNL8IjVQfrDBx81z,1995
4YFcGTdgmEuw8xTO4XrxbB,1995
7bu0znpSbTks0O6I98ij0W,1995
0u5aO1GYsIhAWCPuXdwnak,1993
6YIggUJW3ttAAPRdnki8RM,1993
1XPta4VLT78HQnVFd1hlsK,2001-01-01
3ow0TQVttXQF8rLckmXgRx,1993
6rBiMyaGB1ZJQnxb01FkPG,2022-09-20
6N7JMoaUYgo4pwPgsnSobr,1994
2UREu1Y8CO4jXkbvqAtP7g,2009-08-21
0i8JFpqe9cKwnrcvoNgl1L,2016-08-05
4CbKVDZkYKdv69I4bCaKUq,2009-08-21
0nkzd3yNniB767zSDDdLZ3,2009-08-21
5O9Dz0h08LuBi0aVvDcylh,2016-08-05
5pRElcsPZrgZXkoON2o5Go,2006-10-03
6rSuL1ViLO7Aljn2WD09s4,2006-10-03
2jfk3m8nq5IvB35s2xIs1O,2013-06-21
6VWocK4U2rcTQeVrfDlCMV,2022-12-09
2GJ1xx5ZoeIJYbQKLSpoZ3,2019-08-02
2grjqo0Frpf2okIBiifQKs,1978-11-23
3koCCeSaVUyrRo3N2gHrd8,1981-11-14
6ztstiyZL6FXzh4aG46ZPD,1979-06
3cfnGXJ9bmiWvFqEO6ff8B,1979-06
0Eq4BMgsdV6DkLSJfX8eBt,1978-11-23
0RgcOUQg4qYAEt9RIdf3oB,1975-03-15
1QvPIlDwzql2ub5MCyYa78,2016-09-23
2RaN7kGPxuT3wvpdw9dyND,1977-11-21
2GH5jo15wbTv1Ll7zXEzSg,1977-11-21
3qZHUZTQiTMfJXcUYzY5mT,1979-06
2MLHyLy5z5l5YRp7momlgw,2001-05-15
6VoIBz0VhCyz7OdEoRYDiA,1994-05-10
3mwvKOyMmG77zZRunnxp9E,1994-05-10
5WhtlIoxoZrMmuaWWEQhwV,1994-05-10
1yKu2MhpwzDXXH2tzG6xoa,2005-05-10
2mPMFJvQ0v27gVqe5b6nDn,2001-05-15
35SRuRfp5BvD1yArmXKNHO,1996-09-24
3A6nR4GSolo160nu7xtDk7,2021-05-12
4nzyOwogJuWn1s6QuGFZ6w,1994-05-10
7wclPheMJAUKn2njmO2s3A,2008-01-01
1BrgjqSg9du0lj3TUMLluL,2014-05-16
0bUgTRe5st6TMbRCEjKezX,2016-08-19
7cUHFTxJhxtZ5tpY34SMRw,2022-03-04
1xBRGN41DWx2vwNFY5CvGe,2014-05-16
39m87lOMd5ccENPVvAT7gH,2019-05-17
5DbAOJ5dYW5A9xBhkeb33t,2010-09-24
6pPCkAzVYapjObH73BWu9t,2022-09-30
2K2NeVnP853rkR5ese8ZLP,2019-07-19
1MoEyYsa9Y0FvApwLskO1l,2010-09-24
2c03eSv5IkwbDty49pKg1L,2022-03-04
4HlFJV71xXKIGcU3kRyttv,2010-12-01
2hKdd3qO7cWr2Jo0Bcs0MA,2001-03-27
0KAiuUOrLTIkzkpfpn9jb9,2012-04-17
1NghHeg0wE32eBYrQBVQXL,2010-12-01
2NniAhAtkRACaMeYt48xlD,2012-04-17
2MWOqewf5j0qf2b6S5J6cS,2010-12-01
77hjM9bMmgfTGJXv14UFmi,2017-01-27
4ocbH5ZJqajZIpUrqRUoue,1998-02-24
3adeqciqrsp6PQqR0hGDC7,2012-04-17
0E29BKKGCJHcb7b9oIWgGB,2003-06-03
4z7maGZkAonDlXlwo8q69f,1978-11-24
6rovOdp3HgK1DeAMYDzoA7,1971-05-18
4lsEHglVsLzILTDQ3CNESV,1996-11-12
2JWKzkQbYsNzx019WyGzaH,1975
6OuRbvP4PgbuzBIapVzmFJ,1975
6mIY6O7uNGgVqOoX70UAYh,1991
1wrT33b6HuKlpk9ziscEUY,1983
7f1X6tauagdeqpfNuNOYWr,2006-10-09
3FeYjbIVqvAhuTcwsE6K3v,1976
5n1amEDwVKucAGMqePk9yN,2008-11-17
4RvWPyQ5RL0ao9LPZeSouE,1985-02-25
2gQaQUhDCNGfBVXTvxAmXQ,1985-02-25
5lwQGZYF4BXOzFtXc5zk8q,1985-02-25
5jmwL2MniQj9ldptIm1h1B,1989-09-25
0Qv7xi6uPSqH2k82tOkGSt,1983-03-07
0PbAyLrJRDxckQBLQ2Addc,1989-09-25
6MRD4fDXBbqa0xodmaFk8Q,2022-08-12
0aF9m87P8Tja3NUMv4DfHt,1985-02-25
15kc3DJyYixeEEq5kRRrOm,1993-06-07
3BjD16l0CBQxUvcRI7vLWN,1989-09-25
2374M0fQpWi3dLnB54qaLX,1982-04-08
4aVuWgvD0X63hcOCnZtNFA,1978-10-10
37BTh5g05cxBIRYMbw8g2T,1982-04-08
1WeoeHh0TSzsApyJ6Q8OOK,1986-08
5jQcJ2st6yHWhUBjoDoZPH,1978-10-10
73bzcsDjx9FqzqKWcPLMiH,1988-03-01
7D4EtbE7LfQiH8CWj7fQoz,1982-04-08
3LFdvM7nIV8t02zyhYLvJo,1988-03-01
2R3E4xKmy7lyieBKONkIMT,1979-10-01
1MzFmVDSl7Vm00f3Hw4Xfx,1995-05
3WkibOpDF7cQ5xntM1epyf,2000-08-08
7FDV5ELOJHCGLe52AnttEd,2000-08-08
4fxF8ljwryMZX5c9EKrLFE,1995-07-11
4u8IPU322yG7mNrqv89GGL,2002-10-29
3hPbdPIXZPpyywSxnKNtYh,2007
0dZpw3h6KZhcHec61qwevZ,2020-05-15
2R9nfayl1NXhuAdEpwG2Qa,2021-04-30
7fyJO1frnsizz23gTKgbdt,2022-04-22
0RattG3xPZJyaynlTMJXeQ,2003-04-29
006pMMCuRo2TFjh8sNGSov,2005-01-01
3nI0piSOxAik2RCpHGloB7,2009-09-16
4gEFeIEORz8thfqMY7nKcb,2001-01-01
0qmzAFEijLDdvR2VbjFsPH,2017-10-27
70dJEanFPdYuWZumkrnKeX,2005-01-01
1z1EeTXwnz3gvoUvzvkkdw,2012
6C6315RjrDrqj1oqaJVGY8,2005-01-01
0LDT8QEHbPA0aawzm9CWP7,2013-10-08
3FXo3xKG3aYV3hvdRzUY61,2002-01-01
7g5e7U3qs4VxRTViPdymip,2008-01-05
06p2Ij0lXD45LODQDCov0u,2004-05-10
2DNyZP4Py6f4zMASLBnIu6,2000-09-07
7gqIqyeCaV2xNtfZWxEphD,2000-09-07
1UDToCUvhfhYrTFxA1Xi4w,2008-09-30
3xQbgIqO1tmJMAz91CRiCK,2004-05-10
42rtLutZjrQGmzxZhN5YFA,2013-10-28
2wDvGnrOjQOZjXy34QFhlI,2004-05-10
4ENboFmkjT9oitu3Guggna,2021-06-04
5ByvJeBlrYISiwy7AVEAmP,2000-09-07
3FifroUyur8j5mTM78WuXQ,2010-04-02
2xizRhme7pYeITbH1NLLGt,1976-01-01
4rrrn8OLrttq7r9RgNXalU,2012-01-01
0o9ivTBX7mjTnaUYF4Gk6t,2014-11-07
3rUMH7i22tlkymhDPOmXUv,2002-04-23
0XfFRLi9G87t57kqZAzeef,2005-01-01
5cR6xfzyicyDyAr52zB48k,2020-03-06
5pjDwtMPly0cNMbuGXhUOI,1988-08-08
5ZSAdkQb23NPIcUGt6exdm,1977-01-01
7tqhbajSfrz2F7E1Z75ASX,1967-08-29
1tqT6DhmsrtQgyCKUwotiw,1968-08-26
3VZmChrnVW8JK6ano4gSED,1982-10-01
3Um9toULmYFGCpvaIPFw7l,1971-05-21
3IDc87lrpEHWFBASmgTgFV,1971-05-21
39l1UORIhuHvUWfxG53tRZ,1973-08-28
7ohR0qPH6f2Vuj2pUNanJG,1983-08-22
7s1upm7yr7ZjrzXMwHawtG,2015-04-27
0UERoCKd24PKovd4BwRzBQ,1966-08-25
6Ndauo9gCxNjTfklsFYS7b,1968-01-01
4jDmJ51x1o9NZB5Nxxc7gY,1998-11-09
0HEmnAUT8PHznIAAmVXqFJ,1987-10-30
6Zkulfbv0ebe7tukkftvd1,1995-11-06
1wZ7o1mZysv1l26ZWawVfW,1990-09-01
6SaeXxdt0Id6ZzmX0ZGTQK,1996-05-13
2gJDyiRxxIglLXp545SPVL,2021-07-30
0L0T4tMAaGqLgIVj1MOj9t,1987-10-30
1kn8Jj0i9IwyO3yDgDyUSR,1998-11-09
2SzCxX6M6vDwdEwnHDiTaY,1996-05-13
7r3KzVwHtr2iMZtqJvFn9A,1998-11-09
2OQ6a4CfUeYskpTTgyawyJ,2017-10-06
66ZcOcouenzZEnzTJvoFmH,2006-01-01
0LzrhCZFXW94Y8nwtTuRlw,2004-11-12
2Y2q7PkD7lvuWr8YaZfWuv,2004-11-12
4sQmCQUZcnBPaVm4dEUKv7,2016-09-23
3UQmoVQJqBYauTZLVPs3uo,2004-11-12
2bx879t8gUpxkQ0avl8xTf,2004-11-12
7bZsx7Zif6FIhrcZrh0LVm,2004-11-12
6d3edMXJpns1A0zGKkmlGw,2016-09-23
469RmLzEsicj8VSn9aIuKV,2004-11-12
2wGSgTmgSF3xjRrHkTc25R,2005
4PmMVdIFpJTB9WQbmILf4p,2005
0LFcFGLYTX6UmeIdO7NVd7,2012-01-01
7CbHgNrlybV0uyP1wJINDd,2022-08-12
2sYUGgzQfHQ6lOWzbrny8Z,2011-01-01
1FayZGI8Bm3R0sKWNsm1gV,2022-08-12
0lOe1dR2TNkJMCjIcRuw6T,2005
1bW6HUcNcEP9LCuq694yeE,2015-10-16
3TVqRXUeqGdghlJLWgXtAu,2008-01-01
5xlS0QkVrSH7ssEbBgBzbM,1964-11-09
2Gy7qnDwt8Z3MNxqat4CsK,1966-06-16
5qHYXcVvc9xsFB2uH7GpMN,2003-01-01
0wz1LjDb9ZNEYwOmDJ3Q4b,1963-03-25
5t9KYe0Fhd5cW6UYT4qP8f,1967-09-18
6iGU74CwXuT4XVepjc9Emf,1966-06-16
3v9xlH6BpmRbqL7hgNJhfT,1964-07-13
1GLmaPfulP0BrfijohQpN5,1964-03-02
4MHzXgBy7hexDe2Bto11hP,2007-01-01
2KOt2JrCB720UxIbyzweQo,1975-04-14
4bHsxqR3GMrXTxEPLuK5ue,1981
71SvEDmsOwIWw1IozsZoMA,1980
4ECNtOnqzxutZkXP4TE3n3,1983-02-22
2w4EpqGasrz9qdTwocx54t,1981
57ebBLITHpRgRKGrlbxMZS,1983-02-22
0muK9BAzu2TJXQgWPsEj6e,2022-04-12
215wUTQQUo2PElJFEFoB0d,1978
7EHmKkyAr6MZv5Y2FdZbXw,1978
5IK2FtuC0qmHHam9sWFxUI,1981
4cgSBnNzOo9rhwzUczB7HI,1981
4w3tQBXhn5345eUXDGBWZG,1980
5fdhThPDe6jQQDqCyWrdAn,1974
4mnOVRRXsaqg9Nb041xR8u,2009-10-30
0QniqyO4C5JdxALPM4rulH,2023-01-27
6H7nDglS6xWpRidbhMwI2L,1977-10-03
77bNe6jYY8yHdP7orXrz5I,1974
6SvzJUQd3FnuOJI1KWl9hq,2020-10-02
6oizwmD5yHvlQUw0xvirrY,2019-10-04
1l2Xmg54EUr3TDzNIaCr1z,1971
0uTVChzibEWKrXojPaJ9y1,1984-10-29
2USlegnFJLrVLpoVfPimKB,2021-05-07
2yAVzRiEQooPEJ9SYx11L3,1999
3ElGRG3DqSzzkh1b2wnbzf,2022-06-03
0YU17F0BlVXvmx5ytsR43w,2019-04-19
1dt220OBbkTsYz1NLVKIaw,2022-01-14
0x381izXRwXLdOTe1diiPS,2022-11-11
4tknhO5RmXIxnpoipMKBmG,2019-08-16
6WsaEpK2Bky9ZGCCaQPyg4,2020-12-04
2UzWIjVXtv8PLa5JRKPYSb,2023-01-20
2A0CxheiQGQdCiKtOR7jMP,2020-01-17
4ZpIuzx91EAPK3VimONbfB,2022-06-24
03o8WSqd2K5rkGvn9IsLy2,2022-11-18
1bQzTUxeGELwCbWIan83V3,2022-11-18
205HNJ73cgpC0LAOnuQiWT,2020-08-15
4trWevN28OiAmWa617Zb4N,2022-11-18
0MBUiPhMx69GRBu4PwfFjJ,2022-11-18
67PWiuodhQW3lAANwQpYjY,2022-11-18
1SVuEeerYIwjCRsF5MGzX3,2019-11-29
1gKcpNIXhmHx2EHI5IPhte,2015-11-13
7qezIDRM0E3WTW1lWxItug,2021-03-19
3DNRdudZ2SstnDCVKFdXxG,2007
3zLTPuucd3e6TxZnu2dlVS,2015
2ygeBLTP9uu3OW3VTulD8N,1995-01-01
6MQAB3vorg90FA3tQpbYXK,1991-11-09
3EO1jW8meUV5olvl3UTD6W,2020-08-14
7xfSCgVOkQJhVxnqzepATH,2017-08-04
630zE7N1xPxdK2Zz4S3rPA,1984-01-01
0H2VhGUC3P3hvwz8rdGIpC,2019-01-18
5TGCJDjLkKg05iT1ajUE1w,1995-05-17
6Ye4niSXscwpj4smkb5ioO,2022-11-11
0F02KChKwbcQ3tk4q1YxLH,2003-07-31
1ivCIgrYZyE0BvItL4Z8lk,2016-06-24
4Rt9k4SE8dbfKzngxKJPq9,2004-08-03
3kwqNLXvsjSrIXbVsRBj8q,2004-08-03
4JY5s40ymnG18f6wxQtzPw,2005-11-01
31RIphTQ9y4zStkH5xRWgW,2005-11-01
35xilew5nalcetOeytaDFj,2022-07-14
4FOydQ5IdqmdeBgG9vFbPg,2001-09-14
77BQceOpfvUBXgokOFHYMm,2022-07-14
4hYHaROtjB6YREh6AgW3fd,2008-03-10
1yy2DlSDtEt90d54rPDPXz,1997
6Wt5QBzHp9vdSLAFlvdnDQ,2004-03-09
3K9IrLs25jHtvWjAAFAfav,2022-06-17
33RTe6MAxEno83JSdpObQr,2022-12-14
2eOuL8KesslTLQERQPu11D,2001
7lVNTXkI3cHFvcXiI8damb,2005-10-04
3Cn1FSSTXeQ7hCfrbizrD0,2007-01-01
5gfPJ45gpn3ThswDyeW0Qc,2006-10-13
1siDRjAa8MdxNoCHTiiQ7B,1997
2B9aYvlGefTIgKLhM6ia8t,1997
58cEG7FsVoipRiRKUMgOjo,2022-11-11
4nNeRNXmdZWfw3IjAnITZR,2009-08-12
6jCF6MQ050engg73RJnN87,2017-09-01
146AgwEEI6STqRZhKWdJbh,2019-06-21
3ZKYB8pSyE2zWiUBMh1pGE,2018-08-08
5zsatbvXqrPSx6vid6c8Sf,1996-03-05
6XPp3cGxkh5heHIAY8wPhJ,2006-01-01
14JDSPQn4rXNer9PgeRioa,2019-05-31
0bmgCGiZZLl16IFoYzKOOG,2019-06-21
7fsNxXZTWNgRuhAsNOsNNZ,2014-01-01
1wb4P4F0sxAQ2KXrRvsx6n,1997-11-04
6sxptembJVty4sNtcPMAVz,1997-11-04
4NdJlsPyvXz15LySCNoL2W,2023-01-05
0pdfN7nOHMYmKykzu1cyfm,1995-01-01
4FUfoWMypAyWbOavmYyeNu,1997-11-04
0vswnzoKvhNkT1ehc0Tt19,2004-01-01
0Q7Jp3aCwfYnSnbMDoXWyR,1997-11-04
5cc1GqkadgfMlLszRXqdhM,2022-09-23
2bV4NwncWMnVvcWyU2yxwB,2020-11-13
39IoZIC8eEirT1v70rqSPq,1997-11-04
4KLj9QjEhJl2WU50mxRF9Z,2017-01-06
2BuhGnXpqMQ8BvOUZpmaVl,2014-07-01
4Hrr4U80Rk1tWXlP8RFTAb,2014-07-01
18Bgya13bGqmHGLRdyaBdu,2005-12-27
2lUgap86Pux7qAgvWzuJWs,2018-04-06
7ndb8rYZXPCUDMfjyfieeU,2005-12-27
2KngtvMAc2wmPipizcEnce,2018-06-15
5E2v6b4Mo4jxuPrcK4YEIF,2019-10-11
1aqZ4wT92JwutkhYg6Law5,2013-07-02
1skwrorvmVfVZgR7i3UGOm,2002-09-17
6iy4PoAuZBMvtrlDX4VxC7,1995-09-12
4TnUKixNWMfajncgdSwFoi,1982-01-01
7puxIVNdj5nsBJk43zM3bH,1997-01-01
1TanmIWbaUj5NVwJ3k4XPd,1999-01-01
4qjmnM1aYvayCTDd0uuRKH,2008-01-01
1qHRFZE8qykNXYZadzmi1m,2006-01-01
11OFYsUK9EVJsQ6nutH32M,2011-01-01
6FHXJu99aQAUnivEjPhuUR,1992-01-01
59MIR30ATtW8kTaX3SCpq0,1996-01-01
4J0e4gEqaLQlG5EM0wws1K,1982-01-01
0CJuLeZpCdqrqoCMXWZw8k,2010-10-11
2oUX4i8ByoaDrHHz9z5Bga,2010-10-11
06am46cX3Z6YlSsg0TyVHA,2010-10-11
7hwxCWVViL2y4YyLyDCeof,2001-04-24
11WQasJcGWgh3mvR1UiBcm,2010-10-11
1oDAFTOXZGSQedBa6hXGhT,2010-10-11
6izxDWP8kx2yErjuHOdhHV,1999-01-01
1TQ2UYCN7nhfj3cfcFC76V,1996-01-01
7cWnks0lsRtpAi87COOiXK,2007-10-18
7N30pzJGFwnYU8iuzxWS7l,2009-07-31
0u8wprNfOdcWpUlWnfMcpP,2007-05-15
2RNCGsAi3ERAf2k2Mhhdyu,2009-12-21
0rxEPf4Y6uBmV3hkrV340a,2011-09-08
6alUOXeJ3T6vi8dkN8QSbi,2016-07-01
0JChw6k59cZxegh0SGceE1,2014-05-07
4sNiMTu47WkUgW87qeUlWF,2017-08-19
0zqYmOjuMqpgUNOcO8wmKH,2019-03-04
4f5kLqyOJ5ZPnalEVMQrB2,2018-12-14
02zPo0Dt0R4TTFY5zLJZnK,1983-06-10
5ZZm2yxaR7HG9KeGPKqVW8,2020-07-29
71j40GUuIgwpEGmoupat2O,2013-01-01
05Wws4HqfGzbqRLH0smbpD,2018-04-24
2gDdd8Z9yxoAEZ9DilapRx,2018-04-25
1i7s0d9DIP7EVVCwPry42Q,2012-01-01
1kh7hWJScFHofkGFuLwW84,2018-06-06
71hanKncfyBt0Yi66LRUYm,2018-04-24
5M89CaQvV6S4DLiprgVY94,2020-05-29
4Y92n8PLBev9d7ojEZCVbi,1983-05-20
4r8JqkhpTb5tzSKKHnVJIJ,2010-08-19
3xF15SqY32Mno3UUMBirhU,2014-01-05
4PqjRiltcMpXoc7orVH5Dc,2014-05-30
1bLNqR3bqpyWkwWKECjVrw,0000
31phvnfUfwzi0nf3dO814j,2012-08-31
7Hm5FQw1NQtfnTI7JUExaP,0000
0crJsMs5FmnMHvQG1itkc0,2003-05-20
587p8shYuTXUhThG3t9x60,2000-11-01
6VFimaHK7Mv5GO5NrqGYu1,1998-06-30
6pq7EtEDWgD5Sh02RJaXK7,1995-06-20
1yxJIFPhP2EqnQ6oWJKbmP,2000-11-12
50sTMaXwK2k8ZTgnLNuHhE,1998-06-30
6HXuOmqULXyiMeghRjiLsv,1997-04-22
07Ag8vm1pW409NrhpPokFg,1997-04-22
6mEp3WgXcjJw5yjG2C4GuH,1998-06-30
4GoBPGSNDWr9Sgi2Sc8xsj,2000-11-01
7A07Yu1dRND3RKDzbhKrDs,1999-01-01
53IpyJOqUIcCzCUtMjP9oy,1996-01-01
3NrfU7FvNF0w6mGcFVnlUj,1999-01-01
1ZAZ1mKRV35Hosm3KPWNzK,1999-01-01
6FkIjhuEDMc3mUFZZKxQlE,2022-07-22
5E74WZEkf6mKyzoQPzPzWO,2022-03-24
03zaQokPmEiYjrLFl9NAK6,2022-05-06
1iC61Hz52gDokQ8e4UBkwM,2003-01-01
1rnjkfvu6h8aH1sYcXkjID,2000-01-01
1OYoXMNCUYlpDyMONw2sNc,2005-01-01
4MNfkZ8dtva3cjJ2biqnDS,1989-01-01
5mKwzq7UTXf1xwWcpPoteX,1992-06-01
54gaPLcsCWmPUmrgpib9mS,1994-06-01
7dWSrvzawBZPa7VVeHZBn7,1996-06-01
4gxzgTzA4MSLf5rje1rX65,1996-06-01
3pY68z0dH4i4gF1zzONS0q,1996-06-01
3CH8ti307xUz5NlaHoQBPR,1998-06-01
4j9qP0PaNo3QMFkKNtv7At,1989-01-01
4ylbpmTRMsG2OST1MqAZ9S,1996-06-01
6sM2l0nxPaYvELuhzIMnoI,1994-06-01
5xqK2eth6i7xgH2Ov817H5,2022-12-20
3XMYdcclpeP0LBmVLr6L8p,2021-07-12
4QiTrAWji3tafSXDXyDdbS,2014-01-12
5QoCBy9eUHYkeWpEpzAud9,2016-01-20
4sxIAAwSR2XPeehDZeSseG,2003-05-01
7ILXon2PBU1bGYemfNg91q,2017-05-22
5j5vCuBjS1sFWywWUnkJqV,1994-01-01
3UeBhqHuvTl6ixaxFk13SS,2005-04-28
6TcYIjfdtWDsbFQCwBqFk3,2022-11-11
7lDiyOp185Uaa7iMAGV90D,2022-11-11
0mrt72sbSSSce5Ngx5p3ix,2022-11-11
6buh0bqQ4Xkr5i23tupAEf,2022-11-11
1H4Z66kyFrMcUtDR3JtJ9w,2022-11-11
1TYFswruNJhc9SEefHh9Ov,2022-11-11
4bqLtRRFEsXd7dCTo4EL5t,2022-11-11
5kGoVraG3S2PWPN8DKVRru,2022-11-11
5UDBNptt5GtRVqNVNPwOaC,2022-11-11
6AgsPU0FhtmfvhdLqdXRsE,2022-11-11
4cNbz1UdBCrnGOg0NNP1iF,0000
1MhHomaXgrPMBroXkpWSSa,2019-02-13
0stbF4C1ACmIvx0aW81ZXa,2022-05-23
6g0HHWLJwfe2PlbgHi8pBj,2012-01-25
6C8JJFoGC4dkVtAHVK3iif,2021-09-18
3W1XPf7mvuQcWQB7U7MbTM,2013-03-30
6VbmeIWTbNHM5uqoW7GTE4,2010-11-15
1GjRIaC1VRaPw8cl5CAjuF,2021-12-13
5iE3PXOTikU7vxZGJLuzIH,1977-01-01
70IA2wDz4hsQJ4uadRZzwT,2023-01-20
7axkYhEzlIumZtDFg7bngs,2022-01-21
2jj02cQehfIL1Zj48YpCWV,2023-01-20
3VG4NgaETUW4LiFn7lTQvu,2023-01-20
1uALIRLoGKhrjEpEIfxLBg,2023-01-20
5akdGUWEhr1WtungS30UxG,2023-01-20
0xo0mAIXN11pJ5aWRxdI5d,2023-01-20
4ZrxKrR4WTI7lwNeNRLxkT,2023-01-20
7E4J1LryugL1FZbfRnpoMc,2023-01-20
59WN2psjkt1tyaxjspN8fp,1992
0tZ3mElWcr74OOhKEiNz1x,1996-04-16
1wsRitfRRtWyEapl0q22o8,1999-11-02
1MQTmpYOZ6fcMQc56Hdo7T,1999-11-02
5YBVDvTSSSiqv7KZDeUlXA,2000-12-05
2rBHnIxbhkMGLpqmsNX91M,1992
7lmeHLHBe4nmXzuXc0HDjk,1999-11-02
1XTGyfJeMiZXrZ1W3NolcB,1992
2QiqwOVUctPRVggO9G1Zs5,1992
3QjQp2bfAvLTCSi8Zhzqis,1996-04-16
3dPQuX8Gs42Y7b454ybpMR,2003-04-01
21Qsj3cMVCx2xF2EVVNbEu,2001-07-03
4jU7NPkz4HVnM4hweqNhI1,2005-06-07
13lZDbwonGhOflQLQIfdtZ,2001-07-03
2LMq1O0NiqGhPOlXo3McYQ,2007-06-15
4IiuExPFijOGZnVxGsKWcc,2021-04-23
